Temp Definition °C,Dew Point Definition °C,Rel Hum Definition %,Precip. Amount Definition mm,Wind Dir Definition 10's deg,Wind Spd Definition km/h,Visibility Definition km,Stn Press Definition kPa,Hmdx Definition,Wind Chill Definition,Weather Definition,datetime
-0.5,-4.1,77,0.0,24,26,9.7,101.09,,-7.0,Snow,2021-01-12 02:00:00
-0.4,-4.4,74,0.0,23,26,14.5,101.1,,-7.0,LegendNANA,2021-01-12 03:00:00
-0.4,-4.2,75,0.0,24,26,16.1,101.07,,-7.0,LegendNANA,2021-01-12 04:00:00
-0.6,-4.4,76,0.0,24,28,14.5,101.07,,-7.0,LegendNANA,2021-01-12 05:00:00
-0.7,-4.2,77,0.0,25,24,12.9,101.06,,-7.0,LegendNANA,2021-01-12 06:00:00
-0.8,-4.2,78,0.0,24,24,12.9,101.08,,-7.0,LegendNANA,2021-01-12 07:00:00
-0.9,-3.9,80,0.0,23,22,11.3,101.08,,-7.0,LegendNANA,2021-01-12 08:00:00
-0.8,-4.2,78,0.0,24,18,9.7,101.1,,-6.0,Haze,2021-01-12 09:00:00
-0.7,-4.4,76,0.0,24,22,12.9,101.13,,-6.0,LegendNANA,2021-01-12 10:00:00
-0.7,-4.2,77,0.0,24,17,12.9,101.09,,-6.0,LegendNANA,2021-01-12 11:00:00
-0.7,-4.1,78,0.0,24,17,11.3,100.98,,-6.0,LegendNANA,2021-01-12 12:00:00
-0.8,-3.8,80,0.0,24,17,12.9,100.95,,-6.0,Snow,2021-01-12 13:00:00
-1.0,-3.1,86,0.0,24,22,16.1,100.91,,-7.0,Snow,2021-01-12 14:00:00
-1.1,-2.7,89,0.0,25,17,6.4,100.92,,-6.0,Snow,2021-01-12 15:00:00
-1.0,-2.0,93,0.0,25,11,4.8,100.9,,-5.0,Snow,2021-01-12 16:00:00
-0.8,-1.9,92,0.0,25,15,6.4,100.88,,-5.0,Snow,2021-01-12 17:00:00
-0.5,-1.9,90,0.0,24,18,16.1,100.91,,-6.0,Snow,2021-01-12 18:00:00
-0.4,-2.2,88,0.0,25,18,16.1,100.87,,-5.0,LegendNANA,2021-01-12 19:00:00
-0.5,-2.6,86,0.0,25,21,16.1,100.9,,-6.0,LegendNANA,2021-01-12 20:00:00
-0.5,-2.6,86,0.0,25,21,16.1,100.89,,-6.0,LegendNANA,2021-01-12 21:00:00
-0.5,-2.5,86,0.0,24,13,14.5,100.84,,-5.0,LegendNANA,2021-01-12 22:00:00
-0.5,-2.4,87,0.0,25,17,11.3,100.8,,-5.0,LegendNANA,2021-01-12 23:00:00
-0.4,-2.3,87,0.0,24.0,17,9.7,100.75,,-5.0,Fog,2021-01-13 00:00:00
-0.5,-2.3,88,0.0,24.0,18,8.1,100.72,,-6.0,Fog,2021-01-13 01:00:00
-0.4,-2.2,88,0.0,24.0,18,8.1,100.68,,-5.0,Fog,2021-01-13 02:00:00
-0.1,-1.9,88,0.0,24.0,21,9.7,100.67,,-6.0,Fog,2021-01-13 03:00:00
0.1,-2.3,84,0.0,27.0,18,9.7,100.59,,,Fog,2021-01-13 04:00:00
0.2,-1.9,86,0.0,22.0,21,8.1,100.52,,,Fog,2021-01-13 05:00:00
0.5,-0.8,91,0.0,23.0,21,6.4,100.53,,,"Rain, Fog",2021-01-13 06:00:00
0.9,-0.1,93,0.0,22.0,21,4.0,100.37,,,Fog,2021-01-13 07:00:00
1.2,-0.9,86,0.0,23.0,24,8.1,100.31,,,Fog,2021-01-13 08:00:00
1.7,-0.4,86,0.0,22.0,32,6.4,100.28,,,Fog,2021-01-13 09:00:00
2.0,-0.2,86,0.0,23.0,30,6.4,100.31,,,Fog,2021-01-13 10:00:00
2.2,-0.2,84,0.0,22.0,24,8.1,100.21,,,Fog,2021-01-13 11:00:00
2.3,-0.1,84,0.0,22.0,24,8.1,100.07,,,Fog,2021-01-13 12:00:00
2.9,-0.6,78,0.0,23.0,26,12.9,99.91,,,LegendNANA,2021-01-13 13:00:00
3.5,0.0,78,0.0,22.0,26,12.9,99.84,,,LegendNANA,2021-01-13 14:00:00
3.5,0.2,79,0.0,23.0,28,12.9,99.84,,,LegendNANA,2021-01-13 15:00:00
3.1,0.3,82,0.0,21.0,30,12.9,99.81,,,LegendNANA,2021-01-13 16:00:00
2.9,0.3,83,0.0,22.0,30,11.3,99.79,,,LegendNANA,2021-01-13 17:00:00
2.9,0.3,83,0.0,23.0,21,9.7,99.81,,,Haze,2021-01-13 18:00:00
2.5,-0.1,83,0.0,25.0,17,11.3,99.83,,,LegendNANA,2021-01-13 19:00:00
2.1,0.2,87,0.0,25.0,8,9.7,99.83,,,Fog,2021-01-13 20:00:00
1.8,0.5,91,0.0,22.0,5,8.1,99.8,,,Fog,2021-01-13 21:00:00
0.8,-0.5,91,0.0,27.0,4,8.1,99.77,,,Fog,2021-01-13 22:00:00
-0.3,-1.0,95,0.0,,0,6.4,99.77,,,Fog,2021-01-13 23:00:00
-0.3,-0.7,97,0.0,,0,4.8,99.74,,,Fog,2021-01-14 00:00:00
0.9,-0.4,91,0.0,28,8,8.1,99.74,,,Fog,2021-01-14 01:00:00
2.0,-0.3,85,0.0,25,8,11.3,99.75,,,LegendNANA,2021-01-14 02:00:00
2.0,0.3,88,0.0,20,5,8.1,99.78,,,Fog,2021-01-14 03:00:00
1.9,0.6,91,0.0,27,4,6.4,99.77,,,Fog,2021-01-14 04:00:00
2.0,0.4,89,0.0,25,4,8.1,99.78,,,Fog,2021-01-14 05:00:00
1.9,0.1,88,0.0,26,4,8.1,99.81,,,Fog,2021-01-14 06:00:00
1.9,0.0,87,0.0,27,5,8.1,99.86,,,Fog,2021-01-14 07:00:00
2.0,-0.1,86,0.0,29,8,8.1,99.9,,,Fog,2021-01-14 08:00:00
2.6,0.4,85,0.0,31,4,8.1,99.95,,,Haze,2021-01-14 09:00:00
3.4,0.5,81,0.0,30,5,8.1,100.03,,,Fog,2021-01-14 10:00:00
3.6,0.8,82,0.0,24,8,8.1,100.04,,,Haze,2021-01-14 11:00:00
4.6,0.2,73,0.0,,0,8.1,99.92,,,Haze,2021-01-14 12:00:00
4.7,-0.3,70,0.0,LegendMM,4,9.7,99.89,,,Haze,2021-01-14 13:00:00
4.5,0.4,75,0.0,14,5,6.4,99.87,,,Haze,2021-01-14 14:00:00
4.1,0.8,79,0.0,12,8,8.1,99.92,,,Haze,2021-01-14 15:00:00
3.7,1.3,84,0.0,9,8,6.4,99.95,,,Haze,2021-01-14 16:00:00
3.0,1.4,89,0.0,7,8,6.4,99.98,,,Fog,2021-01-14 17:00:00
3.1,1.6,90,0.0,7,13,4.8,100.05,,,Fog,2021-01-14 18:00:00
3.6,2.1,90,0.0,11,8,4.8,100.1,,,Fog,2021-01-14 19:00:00
3.7,2.1,89,0.0,9,13,4.8,100.09,,,Fog,2021-01-14 20:00:00
3.8,2.0,88,0.0,9,13,6.4,100.11,,,Fog,2021-01-14 21:00:00
3.9,2.2,89,0.0,10,15,6.4,100.13,,,Fog,2021-01-14 22:00:00
3.9,2.3,89,0.0,9,17,6.4,100.14,,,Fog,2021-01-14 23:00:00
3.8,2.2,89,0.0,8,15,6.4,100.12,,,Fog,2021-01-15 00:00:00
4.1,2.2,87,0.0,9,17,8.1,100.09,,,Fog,2021-01-15 01:00:00
4.4,1.3,80,0.0,10,22,16.1,100.14,,,LegendNANA,2021-01-15 02:00:00
4.0,1.7,85,0.0,8,24,14.5,100.11,,,LegendNANA,2021-01-15 03:00:00
3.9,1.1,82,0.0,8,28,12.9,100.03,,,LegendNANA,2021-01-15 04:00:00
3.8,1.0,82,0.0,8,30,12.9,99.96,,,LegendNANA,2021-01-15 05:00:00
3.9,1.6,85,0.0,8,30,11.3,99.96,,,LegendNANA,2021-01-15 06:00:00
4.1,1.8,85,0.0,8,30,14.5,99.93,,,LegendNANA,2021-01-15 07:00:00
4.2,1.4,82,0.0,8,30,16.1,99.87,,,LegendNANA,2021-01-15 08:00:00
4.4,1.4,81,0.0,8,28,16.1,99.85,,,LegendNANA,2021-01-15 09:00:00
4.5,1.7,82,0.0,7,30,16.1,99.83,,,LegendNANA,2021-01-15 10:00:00
4.5,1.4,80,0.0,8,24,16.1,99.81,,,LegendNANA,2021-01-15 11:00:00
4.5,1.4,80,0.0,8,35,16.1,99.7,,,LegendNANA,2021-01-15 12:00:00
4.2,1.5,83,0.0,7,35,16.1,99.59,,,LegendNANA,2021-01-15 13:00:00
4.3,1.8,84,0.0,7,35,16.1,99.5,,,LegendNANA,2021-01-15 14:00:00
4.4,1.9,84,0.0,7,39,16.1,99.49,,,LegendNANA,2021-01-15 15:00:00
4.3,2.5,88,0.0,7,32,12.9,99.53,,,LegendNANA,2021-01-15 16:00:00
4.5,2.2,85,0.0,8,28,14.5,99.51,,,LegendNANA,2021-01-15 17:00:00
4.7,2.7,87,0.0,9,24,11.3,99.54,,,Rain,2021-01-15 18:00:00
4.5,2.3,86,0.8,14,15,12.9,99.56,,,Rain,2021-01-15 19:00:00
3.9,2.3,89,0.5,13,15,11.3,99.56,,,Rain,2021-01-15 20:00:00
3.5,2.6,94,1.0,10,13,8.1,99.53,,,"Rain, Fog",2021-01-15 21:00:00
3.3,2.1,92,0.0,10,11,11.3,99.5,,,Rain,2021-01-15 22:00:00
3.4,2.5,94,0.0,20,18,12.9,99.49,,,Rain,2021-01-15 23:00:00
2.5,1.3,92,0.0,24,22,16.1,99.47,,,Rain,2021-01-16 00:00:00
2.6,0.8,88,0.0,24,17,16.1,99.46,,,LegendNANA,2021-01-16 01:00:00
2.0,0.5,90,0.0,24,17,16.1,99.49,,,LegendNANA,2021-01-16 02:00:00
1.5,0.0,90,0.0,25,8,16.1,99.45,,,LegendNANA,2021-01-16 03:00:00
1.5,0.5,93,0.0,24,18,16.1,99.41,,,LegendNANA,2021-01-16 04:00:00
1.4,0.2,92,0.0,25,17,16.1,99.34,,,LegendNANA,2021-01-16 05:00:00
0.7,-0.6,91,0.0,25,13,16.1,99.35,,,LegendNANA,2021-01-16 06:00:00
0.3,-1.0,91,0.0,26,9,16.1,99.33,,,LegendNANA,2021-01-16 07:00:00
-0.2,-2.0,88,0.0,28,13,16.1,99.31,,-4.0,LegendNANA,2021-01-16 08:00:00
0.6,-1.6,85,0.0,27,15,12.9,99.26,,,LegendNANA,2021-01-16 09:00:00
1.3,-1.8,80,0.0,30,13,12.9,99.19,,,LegendNANA,2021-01-16 10:00:00
2.6,-0.6,79,0.0,25,11,16.1,99.12,,,LegendNANA,2021-01-16 11:00:00
3.8,-0.6,73,0.0,25,18,16.1,99.01,,,LegendNANA,2021-01-16 12:00:00
4.4,-0.2,72,0.0,25,21,16.1,98.92,,,LegendNANA,2021-01-16 13:00:00
4.4,-1.6,65,0.0,26,22,16.1,98.88,,,LegendNANA,2021-01-16 14:00:00
4.0,-2.9,61,0.0,29,26,16.1,98.87,,,LegendNANA,2021-01-16 15:00:00
3.1,-3.5,62,0.0,29,24,16.1,98.89,,,LegendNANA,2021-01-16 16:00:00
2.6,-3.8,63,0.0,28,26,16.1,98.92,,,LegendNANA,2021-01-16 17:00:00
1.9,-2.8,71,0.0,26,24,16.1,98.93,,,LegendNANA,2021-01-16 18:00:00
1.1,-3.4,72,0.0,26,26,16.1,98.93,,,LegendNANA,2021-01-16 19:00:00
1.3,-3.6,70,0.0,27,26,16.1,98.91,,,LegendNANA,2021-01-16 20:00:00
1.3,-4.0,68,0.0,26,32,16.1,98.89,,,LegendNANA,2021-01-16 21:00:00
1.0,-4.3,68,0.0,27,32,16.1,98.88,,,LegendNANA,2021-01-16 22:00:00
0.8,-3.5,73,0.0,25,32,16.1,98.84,,,LegendNANA,2021-01-16 23:00:00
1.0,-3.3,73,0.0,26,30,16.1,98.83,,,LegendNANA,2021-01-17 00:00:00
1.1,-2.3,78,0.0,25,30,16.1,98.84,,,LegendNANA,2021-01-17 01:00:00
1.2,-2.0,79,0.0,25,30,16.1,98.85,,,LegendNANA,2021-01-17 02:00:00
1.4,-1.7,80,0.0,24,30,16.1,98.87,,,LegendNANA,2021-01-17 03:00:00
1.7,-1.1,82,0.0,25,26,9.7,98.88,,,Rain,2021-01-17 04:00:00
2.0,-0.4,84,0.0,25,30,16.1,98.88,,,LegendNANA,2021-01-17 05:00:00
1.9,-0.7,83,0.0,27,22,16.1,98.94,,,LegendNANA,2021-01-17 06:00:00
1.5,-1.2,82,0.0,26,18,16.1,99.02,,,LegendNANA,2021-01-17 07:00:00
1.5,-2.3,76,0.0,28,18,16.1,99.12,,,LegendNANA,2021-01-17 08:00:00
2.3,-1.7,75,0.0,27,21,16.1,99.21,,,LegendNANA,2021-01-17 09:00:00
3.0,-1.0,75,0.0,27,18,16.1,99.27,,,LegendNANA,2021-01-17 10:00:00
3.9,-1.5,68,0.0,28,28,16.1,99.26,,,LegendNANA,2021-01-17 11:00:00
4.3,-1.9,64,0.0,26,24,16.1,99.23,,,LegendNANA,2021-01-17 12:00:00
4.5,-2.6,60,0.0,29,30,16.1,99.21,,,LegendNANA,2021-01-17 13:00:00
4.4,-2.9,59,0.0,28,22,16.1,99.21,,,LegendNANA,2021-01-17 14:00:00
4.3,-3.7,56,0.0,28,22,16.1,99.25,,,LegendNANA,2021-01-17 15:00:00
3.8,-3.4,59,0.0,29,18,16.1,99.3,,,LegendNANA,2021-01-17 16:00:00
2.8,-2.6,68,0.0,35,13,16.1,99.36,,,LegendNANA,2021-01-17 17:00:00
2.2,-2.1,73,0.0,30,5,16.1,99.42,,,LegendNANA,2021-01-17 18:00:00
1.8,-1.8,77,0.0,26,8,16.1,99.45,,,LegendNANA,2021-01-17 19:00:00
1.9,-2.1,75,0.0,33,11,16.1,99.47,,,Rain,2021-01-17 20:00:00
1.2,-1.2,84,0.0,33,11,16.1,99.46,,,LegendNANA,2021-01-17 21:00:00
0.3,-2.6,81,0.0,35,5,16.1,99.47,,,Rain,2021-01-17 22:00:00
0.0,-3.5,77,0.0,35,11,16.1,99.46,,-4.0,Rain,2021-01-17 23:00:00
-0.3,-4.2,75,0.0,32,13,16.1,99.45,,-4.0,LegendNANA,2021-01-18 00:00:00
-0.5,-4.0,77,0.0,31,8,16.1,99.45,,-3.0,LegendNANA,2021-01-18 01:00:00
-0.8,-4.7,75,0.0,33,11,16.1,99.5,,-5.0,LegendNANA,2021-01-18 02:00:00
-1.5,-5.2,76,0.0,31,9,16.1,99.56,,-5.0,LegendNANA,2021-01-18 03:00:00
-1.5,-4.9,78,0.0,33,9,16.1,99.58,,-5.0,LegendNANA,2021-01-18 04:00:00
-1.9,-5.4,77,0.0,35,13,16.1,99.59,,-6.0,LegendNANA,2021-01-18 05:00:00
-2.1,-5.8,76,0.0,LegendMM,4,16.1,99.66,,-4.0,LegendNANA,2021-01-18 06:00:00
-3.3,-5.8,83,0.0,27,9,16.1,99.71,,-7.0,LegendNANA,2021-01-18 07:00:00
-2.5,-5.2,82,0.0,27,8,16.1,99.74,,-6.0,LegendNANA,2021-01-18 08:00:00
-1.6,-4.8,79,0.0,26,4,16.1,99.83,,-3.0,LegendNANA,2021-01-18 09:00:00
-1.2,-5.1,75,0.0,26,9,16.1,99.9,,-4.0,Snow,2021-01-18 10:00:00
-0.1,-4.2,74,0.0,25,11,16.1,99.93,,-4.0,LegendNANA,2021-01-18 11:00:00
0.8,-4.2,69,0.0,30,9,16.1,99.88,,,Rain,2021-01-18 12:00:00
0.5,-4.1,71,0.0,19,9,16.1,99.86,,,LegendNANA,2021-01-18 13:00:00
0.5,-4.3,71,0.0,19,9,16.1,99.9,,,LegendNANA,2021-01-18 14:00:00
0.6,-3.9,72,0.0,20,8,16.1,99.95,,,LegendNANA,2021-01-18 15:00:00
0.6,-2.7,79,0.0,15,4,16.1,100.04,,,LegendNANA,2021-01-18 16:00:00
0.8,-2.2,80,0.0,19,8,16.1,100.11,,,LegendNANA,2021-01-18 17:00:00
1.2,-2.8,75,0.0,24,13,16.1,100.18,,,LegendNANA,2021-01-18 18:00:00
0.3,-2.1,84,0.0,32,9,16.1,100.25,,,Snow,2021-01-18 19:00:00
0.2,-2.4,83,0.0,29,11,16.1,100.31,,,"Rain, Snow",2021-01-18 20:00:00
-0.4,-2.8,84,0.0,30,11,16.1,100.37,,-4.0,LegendNANA,2021-01-18 21:00:00
-0.7,-3.2,83,0.0,28,9,16.1,100.41,,-4.0,LegendNANA,2021-01-18 22:00:00
-0.7,-2.8,86,0.0,27,11,12.9,100.44,,-4.0,Snow,2021-01-18 23:00:00
-0.2,-3.6,78,0.0,24,15,16.1,100.43,,-5.0,Snow,2021-01-19 00:00:00
-0.4,-2.5,86,0.0,25,11,16.1,100.41,,-4.0,Snow,2021-01-19 01:00:00
-0.2,-2.6,84,0.0,26,11,16.1,100.4,,-4.0,Snow,2021-01-19 02:00:00
-0.1,-2.2,86,0.0,23,13,16.1,100.41,,-4.0,Snow,2021-01-19 03:00:00
0.2,-1.9,86,0.0,25,22,16.1,100.41,,,Rain,2021-01-19 04:00:00
0.5,-2.3,82,0.0,26,21,16.1,100.43,,,Rain,2021-01-19 05:00:00
0.4,-3.1,78,0.0,26,18,16.1,100.46,,,LegendNANA,2021-01-19 06:00:00
0.2,-3.2,78,0.0,25,28,16.1,100.48,,,LegendNANA,2021-01-19 07:00:00
0.2,-3.0,79,0.0,24,22,16.1,100.51,,,LegendNANA,2021-01-19 08:00:00
-0.2,-1.8,89,0.0,25,30,12.9,100.56,,-7.0,Snow,2021-01-19 09:00:00
0.1,-2.5,83,0.0,25,32,14.5,100.59,,,Rain,2021-01-19 10:00:00
0.9,-2.7,77,0.0,25,28,16.1,100.59,,,LegendNANA,2021-01-19 11:00:00
1.0,-5.3,63,0.0,27,45,16.1,100.54,,,LegendNANA,2021-01-19 12:00:00
1.5,-5.4,60,0.0,26,34,16.1,100.56,,,LegendNANA,2021-01-19 13:00:00
0.8,-7.1,56,0.0,27,39,16.1,100.57,,,LegendNANA,2021-01-19 14:00:00
0.0,-7.2,59,0.0,26,41,16.1,100.63,,-7.0,LegendNANA,2021-01-19 15:00:00
-0.3,-8.5,54,0.0,27,41,16.1,100.73,,-8.0,LegendNANA,2021-01-19 16:00:00
-1.0,-9.0,55,0.0,27,35,16.1,100.71,,-8.0,LegendNANA,2021-01-19 17:00:00
-1.2,-8.2,59,0.0,27,28,16.1,100.76,,-8.0,LegendNANA,2021-01-19 18:00:00
-1.0,-7.5,61,0.0,27,28,16.1,100.77,,-8.0,LegendNANA,2021-01-19 19:00:00
-1.1,-7.5,62,0.0,28,17,16.1,100.71,,-6.0,Snow,2021-01-19 20:00:00
-1.1,-7.5,62,0.0,26,17,16.1,100.63,,-6.0,LegendNANA,2021-01-19 21:00:00
-1.2,-7.2,64,0.0,26,17,16.1,100.58,,-6.0,LegendNANA,2021-01-19 22:00:00
-1.3,-7.9,61,0.0,27,26,16.1,100.55,,-8.0,LegendNANA,2021-01-19 23:00:00
-1.9,-8.5,61,0.0,29,22,16.1,100.47,,-8.0,LegendNANA,2021-01-20 00:00:00
-2.4,-9.2,60,0.0,28,21,16.1,100.39,,-8.0,LegendNANA,2021-01-20 01:00:00
-2.8,-8.3,66,0.0,26,22,16.1,100.35,,-9.0,LegendNANA,2021-01-20 02:00:00
-3.1,-9.0,64,0.0,29,17,16.1,100.38,,-9.0,LegendNANA,2021-01-20 03:00:00
-3.7,-8.8,68,0.0,29,24,16.1,100.37,,-11.0,LegendNANA,2021-01-20 04:00:00
-3.9,-8.8,69,0.0,30,17,16.1,100.47,,-10.0,LegendNANA,2021-01-20 05:00:00
-4.4,-9.8,66,0.0,34,24,16.1,100.64,,-11.0,LegendNANA,2021-01-20 06:00:00
-5.4,-10.6,67,0.0,32,18,16.1,100.74,,-12.0,LegendNANA,2021-01-20 07:00:00
-6.3,-10.7,71,0.0,33,9,16.1,100.85,,-11.0,Snow,2021-01-20 08:00:00
-6.2,-11.1,68,0.0,33,8,16.1,100.97,,-10.0,Snow,2021-01-20 09:00:00
-5.9,-10.2,72,0.0,34,11,11.3,101.04,,-11.0,Snow,2021-01-20 10:00:00
-5.2,-10.6,66,0.0,LegendMM,8,16.1,101.08,,-9.0,LegendNANA,2021-01-20 11:00:00
-4.8,-11.6,59,0.0,29,11,16.1,101.11,,-9.0,LegendNANA,2021-01-20 12:00:00
-4.7,-11.4,60,0.0,27,13,16.1,101.09,,-10.0,LegendNANA,2021-01-20 13:00:00
-3.7,-11.7,54,0.0,27,22,16.1,101.03,,-10.0,LegendNANA,2021-01-20 14:00:00
-3.8,-11.7,54,0.0,27,24,16.1,100.99,,-11.0,LegendNANA,2021-01-20 15:00:00
-3.7,-11.0,57,0.0,25,24,16.1,100.97,,-11.0,LegendNANA,2021-01-20 16:00:00
-3.7,-10.2,61,0.0,24,13,16.1,100.82,,-9.0,LegendNANA,2021-01-20 17:00:00
-3.4,-10.0,61,0.0,24,22,16.1,100.74,,-10.0,LegendNANA,2021-01-20 18:00:00
-3.6,-9.2,65,0.0,24,26,16.1,100.68,,-11.0,LegendNANA,2021-01-20 19:00:00
-3.9,-10.1,62,0.0,23,28,16.1,100.65,,-11.0,LegendNANA,2021-01-20 20:00:00
-3.5,-9.4,64,0.0,23,26,16.1,100.54,,-11.0,LegendNANA,2021-01-20 21:00:00
-2.3,-7.4,68,0.0,20,28,16.1,100.31,,-9.0,LegendNANA,2021-01-20 22:00:00
-1.6,-6.0,72,0.0,19,35,16.1,100.1,,-9.0,LegendNANA,2021-01-20 23:00:00
-0.9,-5.3,72,0.0,20,39,16.1,99.94,,-9.0,LegendNANA,2021-01-21 00:00:00
-0.5,-4.8,73,0.0,21,41,16.1,99.76,,-8.0,LegendNANA,2021-01-21 01:00:00
-0.3,-4.2,75,0.0,22,46,16.1,99.61,,-8.0,LegendNANA,2021-01-21 02:00:00
0.2,-3.9,74,0.0,22,45,16.1,99.52,,,Rain,2021-01-21 03:00:00
0.3,-2.8,80,0.0,22,43,16.1,99.31,,,"Rain, Snow",2021-01-21 04:00:00
0.6,-3.0,77,0.0,23,45,16.1,99.23,,,LegendNANA,2021-01-21 05:00:00
1.0,-3.8,70,0.0,23,41,16.1,99.11,,,LegendNANA,2021-01-21 06:00:00
0.8,-4.4,68,0.0,22,37,16.1,99.06,,,LegendNANA,2021-01-21 07:00:00
0.8,-4.3,69,0.0,24,32,16.1,99.1,,,LegendNANA,2021-01-21 08:00:00
1.0,-3.6,71,0.0,23,32,16.1,99.09,,,LegendNANA,2021-01-21 09:00:00
1.9,-3.4,68,0.0,23,35,16.1,99.1,,,LegendNANA,2021-01-21 10:00:00
2.5,-2.8,68,0.0,24,34,16.1,99.08,,,LegendNANA,2021-01-21 11:00:00
2.9,-2.6,67,0.0,24,34,16.1,98.99,,,LegendNANA,2021-01-21 12:00:00
3.5,-2.2,66,0.0,24,30,16.1,98.91,,,LegendNANA,2021-01-21 13:00:00
3.4,-1.8,69,0.0,24,32,16.1,98.87,,,LegendNANA,2021-01-21 14:00:00
3.6,-1.8,68,0.0,24,24,16.1,98.91,,,LegendNANA,2021-01-21 15:00:00
3.4,-1.8,69,0.0,23,30,16.1,98.91,,,LegendNANA,2021-01-21 16:00:00
3.2,-1.3,73,0.0,24,24,16.1,98.95,,,LegendNANA,2021-01-21 17:00:00
3.1,-0.9,75,0.0,23,26,16.1,98.97,,,LegendNANA,2021-01-21 18:00:00
2.9,-1.3,74,0.0,23,24,16.1,98.98,,,LegendNANA,2021-01-21 19:00:00
2.6,-1.0,77,0.0,24,24,16.1,98.96,,,LegendNANA,2021-01-21 20:00:00
2.3,-1.0,79,0.0,24,22,16.1,98.95,,,LegendNANA,2021-01-21 21:00:00
2.7,-1.4,74,0.0,26,26,16.1,98.97,,,LegendNANA,2021-01-21 22:00:00
2.9,-2.8,66,0.0,28,26,16.1,99.02,,,LegendNANA,2021-01-21 23:00:00
2.3,-2.0,73,0.0,25,22,16.1,99.05,,,LegendNANA,2021-01-22 00:00:00
2.6,-2.8,68,0.0,26,34,16.1,99.07,,,LegendNANA,2021-01-22 01:00:00
2.0,-3.1,69,0.0,26,34,16.1,99.11,,,LegendNANA,2021-01-22 02:00:00
2.0,-3.1,69,0.0,25,30,16.1,99.16,,,LegendNANA,2021-01-22 03:00:00
1.9,-3.2,69,0.0,27,30,16.1,99.2,,,LegendNANA,2021-01-22 04:00:00
0.9,-1.5,84,0.0,30,13,11.3,99.26,,,Rain,2021-01-22 05:00:00
0.4,-2.7,80,0.0,29,15,14.5,99.35,,,Snow,2021-01-22 06:00:00
0.3,-3.3,77,0.0,31,17,16.1,99.43,,,Rain,2021-01-22 07:00:00
0.0,-2.8,81,0.0,29,17,16.1,99.53,,-5.0,"Rain, Snow",2021-01-22 08:00:00
0.1,-5.5,66,0.0,29,32,16.1,99.63,,,LegendNANA,2021-01-22 09:00:00
-0.5,-6.5,64,0.0,29,37,16.1,99.76,,-8.0,LegendNANA,2021-01-22 10:00:00
-0.4,-7.1,61,0.0,28,32,16.1,99.84,,-7.0,LegendNANA,2021-01-22 11:00:00
0.2,-8.3,53,0.0,29,35,16.1,99.88,,,LegendNANA,2021-01-22 12:00:00
-0.3,-8.9,53,0.0,28,39,16.1,99.96,,-8.0,LegendNANA,2021-01-22 13:00:00
-0.9,-9.3,53,0.0,29,39,16.1,100.01,,-9.0,LegendNANA,2021-01-22 14:00:00
-1.6,-9.6,55,0.0,29,35,16.1,100.13,,-9.0,LegendNANA,2021-01-22 15:00:00
-1.9,-9.1,58,0.0,27,35,16.1,100.22,,-9.0,LegendNANA,2021-01-22 16:00:00
-3.7,-7.3,76,0.0,29,26,11.3,100.35,,-11.0,Snow,2021-01-22 17:00:00
-3.7,-9.6,64,0.0,29,34,16.1,100.43,,-12.0,LegendNANA,2021-01-22 18:00:00
-4.2,-10.6,61,0.0,29,34,16.1,100.53,,-12.0,LegendNANA,2021-01-22 19:00:00
-4.8,-10.2,66,0.0,29,22,16.1,100.62,,-12.0,LegendNANA,2021-01-22 20:00:00
-5.1,-10.3,67,0.0,30,22,16.1,100.67,,-12.0,Snow,2021-01-22 21:00:00
-5.2,-9.6,71,0.0,29,18,16.1,100.73,,-11.0,Snow,2021-01-22 22:00:00
-5.7,-11.1,66,0.0,29,24,16.1,100.78,,-13.0,LegendNANA,2021-01-22 23:00:00
-5.9,-11.3,66,0.0,27,26,16.1,100.78,,-14.0,LegendNANA,2021-01-23 00:00:00
-6.2,-12.4,62,0.0,29,18,16.1,100.82,,-13.0,LegendNANA,2021-01-23 01:00:00
-7.3,-12.3,68,0.0,33,17,16.1,100.92,,-14.0,LegendNANA,2021-01-23 02:00:00
-8.5,-14.0,65,0.0,32,15,16.1,101.05,,-15.0,LegendNANA,2021-01-23 03:00:00
-8.9,-12.7,74,0.0,32,8,16.1,101.08,,-13.0,LegendNANA,2021-01-23 04:00:00
-9.4,-13.7,71,0.0,32,11,16.1,101.15,,-15.0,LegendNANA,2021-01-23 05:00:00
-9.9,-14.6,69,0.0,33,11,16.1,101.25,,-15.0,LegendNANA,2021-01-23 06:00:00
-10.3,-14.8,70,0.0,32,11,16.1,101.35,,-16.0,LegendNANA,2021-01-23 07:00:00
-10.4,-14.7,71,0.0,32,9,16.1,101.42,,-15.0,LegendNANA,2021-01-23 08:00:00
-9.7,-14.4,69,0.0,29,17,16.1,101.52,,-17.0,LegendNANA,2021-01-23 09:00:00
-7.9,-13.9,62,0.0,31,18,16.1,101.56,,-15.0,LegendNANA,2021-01-23 10:00:00
-6.2,-13.4,57,0.0,29,21,16.1,101.58,,-13.0,LegendNANA,2021-01-23 11:00:00
-5.1,-13.6,52,0.0,29,22,16.1,101.55,,-12.0,LegendNANA,2021-01-23 12:00:00
-4.2,-13.5,49,0.0,27,26,16.1,101.57,,-11.0,LegendNANA,2021-01-23 13:00:00
